Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;PREIS1__Verbraucherpreisindex__2020=100;PREIS1__Verbraucherpreisindex__q
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01121;      Rind- und Kalbfleisch;98,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01122;      Schweinefleisch;91,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01123;      Lamm- und Schaffleisch, Ziegenfleisch;99,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01124;      Geflügelfleisch;98,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01125;      Andere Fleischprodukte;99,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01126;      Leber oder andere Innereien;98,8;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01127;      Fleisch- und Wurstwaren;92,8;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01128;      Anderes Fleisch, verarbeitet und zubereitet;93,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0113;    Fisch, Fischwaren und Meeresfrüchte;99,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01131;      Fische und Fischfilets, frisch oder gekühlt;97,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01132;      Fische und Fischfilets, tiefgefroren;97,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01133;      Meeresfrüchte, frisch oder gekühlt;100,1;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01134;      Tiefgefrorene Meeresfrüchte;101,1;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01135;      Fisch, getrocknet, geräuchert oder gesalzen;100,1;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01136;      Konserven und andere Zubereitungen von Fisch;99,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0114;    Molkereiprodukte und Eier;99,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01141;      Vollmilch;96,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01142;      Teilentrahmte Milch;95,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01143;      Kondensierte Milch;98,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01144;      Joghurt;100,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01145;      Käse und Quark;99,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01146;      Andere Milchprodukte;101,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01147;      Eier;98,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0115;    Speisefette und Speiseöle;104,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01151;      Butter;107,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01152;      Margarine oder Pflanzenfett;99,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01153;      Olivenöl;103,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01154;      Sonnenblumenöl, Rapsöl oder Ähnliches;100,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01155;      Schmalz oder anderes tierisches Speisefett;97,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0116;    Obst;93,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01161;      Obst, frisch oder gekühlt;92,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01162;      Tiefgefrorenes Obst;99,1;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01163;      Trockenobst, Nüsse und Ähnliches;98,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01164;      Obstkonserven;98,4;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0117;    Gemüse;99,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01171;      Gemüse (ohne Kartoffeln), frisch oder gekühlt;97,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01172;      Gemüse (ohne Kartoffeln), tiefgefroren;97,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01173;      Trockengemüse und konserviertes Gemüse;97,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01174;      Kartoffeln, frisch, gekühlt und verarbeitet;109,1;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01175;      Chips und -sticks;101,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0118;    Zucker, Marmelade, Honig und andere Süßwaren;99,1;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01181;      Zucker;88,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01182;      Konfitüre, Marmelade, Honig und Ähnliches;100,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01183;      Schokoladen;99,8;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01184;      Süßwaren;99,4;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01185;      Speiseeis;99,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01186;      Süßstoffe und andere Süßungsmittel;103,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0119;    Nahrungsmittel, a.n.g.;99,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01191;      Soßen, Würzen und Würzmittel;99,8;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01192;      Speisesalz, Küchenkräuter und Gewürze;100,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01193;      Säuglings- und Kleinkindernahrung;96,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01194;      Fertiggerichte, a.n.g.;101,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01199;      Suppen und andere Nahrungsmittelzubereitungen;99,8;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0121;    Kaffee, Tee und Kakao;100,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01211;      Kaffee und Ähnliches;100,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01212;      Tee und teeähnliche Erzeugnisse;100,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01213;      Kakaopulver oder Ähnliches;97,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0122;    Mineralwasser, Limonaden und Säfte;98,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01221;      Mineralwasser;99,8;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01222;      Erfrischungsgetränke (ohne Mineralwasser);96,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01223;      Frucht- und Gemüsesäfte;98,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0211;    Spirituosen;100,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02111;      Liköre und andere Spirituosen;100,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02112;      Erfrischungsmixgetränk unter 6% Alkoholgehalt;99,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0212;    Wein;100,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02121;      Traubenwein;100,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02122;      Kernobstwein oder anderer Fruchtwein;98,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02123;      Wein mit mehr als 15% Alkoholgehalt;100,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02124;      Andere weinhaltige Getränke;102,8;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0213;    Bier;101,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02131;      Pils, Lager, Schwarzbier o.a. untergäriges Bier;101,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02132;      Weizenbier, Altbier oder anderes obergäriges Bier;99,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02133;      Alkoholfreies Bier, Malzbier oder Ähnliches;100,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02134;      Biermischgetränk;100,1;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0220;    Tabakwaren;96,1;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02201;      Zigaretten;96,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02202;      Zigarren und Zigarillos;96,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02203;      Tabak, Liquid oder Ähnliches für E-Zigaretten;95,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0311;    Bekleidungsstoffe;101,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03110;      Bekleidungsstoffe;101,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0312;    Bekleidungsartikel;101,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03121;      Bekleidung für Herren;101,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03122;      Bekleidung für Damen;100,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03123;      Bekleidung für Kinder;101,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0313;    Andere Bekleidungsartikel und Bekleidungszubehör;98,4;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03131;      Andere Bekleidungsartikel;98,4;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03132;      Bekleidungszubehör;98,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0314;    Chem. Reinigung u.a. Dienstl. für Bekleidung;97,8;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03141;      Chem. Reinigung, Waschen und Bügeln von Bekleidung;97,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03142;      Änderung und Reparatur von Bekleidung;98,4;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0321;    Schuhe und Schuhzubehör;101,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03211;      Schuhe für Herren;102,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03212;      Schuhe für Damen;101,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03213;      Schuhe für Kinder;99,1;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0322;    Reparatur von Schuhen;97,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03220;      Schuhreparatur;97,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0411;    Tatsächliche Nettokaltmiete;98,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-04110;      Tatsächliche Nettokaltmiete;98,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0412;    Andere Mieten;98,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-04122;      Garagen- und andere Mieten;98,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0421;    Unterstellte Nettokaltmiete;-;
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-04210;      Unterstellte Nettokaltmiete;-;
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0431;    Erzeugnisse für Instandhaltung u. Rep. der Wohnung;100,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-04310;      Erzeugnisse für Instandhaltung u. Rep. der Whg.;100,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0432;    Dienstl. für Instandhaltung u. Rep. der Wohnung;97,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-04321;      Arbeiten an Gas-, Wasser- und Entwässerungsanlagen;97,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-04322;      Elektrikerarbeiten;96,9;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-04323;      Arbeiten an Heizungs- und Wassererwärmungsanlagen;97,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-04324;      Arbeiten von Malern oder Tapezierern;98,1;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-04325;      Tischlerarbeiten;98,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-04329;      Kleinere Dienstleistungen von anderen Handwerkern;97,6;e
